,genres,artist_popularity
Louis Futon,"['electropop', 'future bass', 'vapor soul', 'vapor twitch']",44
Choker,"['alternative r&b', 'indie r&b', 'indie soul']",46
BC Unidos,[],28
Madi Sipes & The Painted Blue,"['bedroom soul', 'sacramento indie']",31
Magroove,['bedroom pop'],25
Ngyn,['canadian electronic'],49
Fabiana Palladino,[],21
Curly,['lo-fi vgm'],35
Dallas Acid,['experimental synth'],20
Chester Watson,['underground hip hop'],42
Cleo Sol,"['alternative r&b', 'indie r&b', 'indie soul', 'neo soul', 'uk contemporary r&b', 'uk funky']",57
Melanie Martinez,"['alt z', 'electropop', 'pop']",77
Hatchie,"['art pop', 'brisbane indie', 'electropop', 'indie pop']",41
ViolinGamer,"['otacore', 'vgm instrumental']",30
Miink,"['experimental r&b', 'uk contemporary r&b']",30
monte booker,['viral rap'],46
Soda Island,['future bass'],30
Action Bronson,"['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']",61
Khia,"['hip pop', 'trap queen']",46
VALENTINE,['future bass'],30
Natalie Prass,['rva indie'],36
Max LL,"['canadian soundtrack', 'video game music']",45
Slofi,"['lo-fi vgm', 'undertale']",39
Cris Cab,['indie pop rap'],44
Joey Edwin,['acoustic guitar cover'],28
Sinitus Tempo,"['ambeat', 'chillhop', 'jazz boom bap']",26
Yung Bae,['future funk'],55
JIMMY EDGAR,"['escape room', 'uk bass']",39
Darren Styles,"['happy hardcore', 'hardcore techno']",58
Unaloon,['emo rap'],37
Snaer.,"['chillhop', 'lo-fi beats']",27
The All-American Rejects,"['modern rock', 'pop punk', 'pop rock']",65
Shawn Wasabi,['social media pop'],52
L.Dre,['lo-fi cover'],53
JP Cooper,"['dance pop', 'neo mellow', 'pop', 'tropical house']",68
LVTHER,"['edm', 'gaming edm']",38
Yuno,"['gamecore', 'jacksonville indie']",43
Spilly Cave,[],32
Reese Quartet,[],38
Yuna,['malaysian pop'],56
Masters of Sound,[],46
EARTHGANG,"['atl hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']",64
Kunning Fox,['pokemon'],42
farewell,['lo-fi jazzhop'],45
TT The Artist,"['baltimore hip hop', 'bmore', 'escape room', 'lgbtq+ hip hop', 'trap queen']",33
Rod Wave,['florida rap'],78
Brennan Henderson,[],21
Horse Jumper of Love,"['boston indie', 'dream pop', 'dreamo', 'indie rock', 'new england emo', 'slowcore', 'small room']",42
Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",73
Sem0r,['lo-fi jazzhop'],46
Jess Williamson,"['alternative americana', 'indie folk']",48
Deb Never,"['indie pop', 'modern indie pop']",46
LoFi Chill,['lo-fi product'],26
Boxcar Willie,"['classic country pop', 'truck-driving country']",28
Alice Phoebe Lou,"['indie pop', 'south african alternative']",56
Lefty Frizzell,"['arkansas country', 'country rock', 'honky tonk', 'traditional country']",39
Lisandro Cuxi,[],39
Solrakmi,['focus beats'],44
WESTSIDE BOOGIE,"['hip hop', 'rap', 'underground hip hop']",59
Lin-Manuel Miranda,"['hollywood', 'show tunes']",71
Clams Casino,"['experimental hip hop', 'psychedelic hip hop']",57
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",84
Santino Le Saint,"['trap soul', 'uk contemporary r&b']",54
Sophie Cates,"['alt z', 'bedroom pop', 'indie pop']",42
Tsuneo Imahori,['japanese prog'],36
Lullatone,"['j-ambient', 'japanese indie pop']",41
Valentine,['lo-fi chill'],34
Swsh,[],31
Shotgun Willy,"['meme rap', 'sad rap']",60
SEBii,"['glitchcore', 'hyperpop']",45
Drinking Boys and Girls Choir,['korean punk'],18
Oddwin,['anime rap'],30
redrose,"['japanese chillhop', 'lo-fi chill']",30
dude26,"['chillhop', 'german boom bap', 'jazz boom bap']",26
Choplifter,[],5
Thane,[],23
Prince Innocence,['canadian electropop'],33
Down To The Bone,"['acid jazz', 'smooth jazz']",32
Gwen Stefani,"['dance pop', 'pop', 'post-teen pop']",72
Tommylife,[],1
Wanessa Camargo,"['funk carioca', 'pop teen brasileiro']",45
Abuja 336,[],1
Sølv,['indie electropop'],38
Berlinist,['video game music'],46
Chet Atkins,['nashville sound'],46
MARTIN $KY,[],30
Lenachka,"['indie poptimism', 'vapor pop']",28
Pop Smoke,['brooklyn drill'],82
IAMDDB,"['alternative r&b', 'uk contemporary r&b']",50
Cap Kendricks,"['chillhop', 'jazz boom bap', 'lo-fi jazzhop']",42
Saiko,['chilean rock'],13
Nilüfer Yanya,"['art pop', 'indie rock', 'uk alternative pop']",49
Sleepy Dog,['midwest emo'],30
Gillian Spencer Trio,[],43
Rodney Chrome,['lgbtq+ hip hop'],4
Jazz Dialogue,"['chillhop', 'jazz boom bap']",19
GXNXSIS,['christian lo-fi'],50
Oui Lele,['lo-fi beats'],34
suggi,['chill r&b'],45
Kastorbeats,[],16
Airpark,['nashville indie'],24
Waht Poo,['atmosphere'],34
Weatherday,"['5th wave emo', 'lo-fi emo', 'lo-fi indie', 'noise pop']",40
not dvr,[],34
Joy Again,['indie garage rock'],61
Free Nationals,"['alternative r&b', 'indie soul']",60
Turning Trio,['background jazz'],42
Dale North & Mustin,['lo-fi vgm'],26
HEALTH,"['grave wave', 'metropopolis', 'noise pop', 'noise rock']",58
Heather Grey,['lo-fi rap'],29
Nat King Cole,"['adult standards', 'vocal jazz']",73
COBRAH,"['alternative r&b', 'dance pop', 'escape room', 'pink noise', 'pop']",54
Joey Gatto,['teen pop'],21
Johan Lindvall Trio,['norwegian contemporary jazz'],22
Shea Couleé,"['strut', 'vogue']",38
Menino Nei,[],20
love-sadKID,"['lo-fi rap', 'meme rap']",49
SiR,"['alternative r&b', 'hip hop', 'indie soul', 'la pop', 'neo soul', 'r&b', 'rap']",63
Field Medic,"['bubblegrunge', 'indie pop', 'lo-fi indie', 'small room']",47
Kilder,[],35
Delfín Quishpe,[],16
Mykki Blanco,"['alternative r&b', 'art pop', 'escape room', 'lgbtq+ hip hop', 'trap queen']",43
Poptartpete,[],27
hooligan chase,"['meme rap', 'vapor trap']",43
Fat Tony,['houston rap'],39
Shay Mills,[],1
Ruben Lozano,['scorecore'],25
bliss3three,[],42
Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",80
Moisés Nieto,['otacore'],49
Take A Daytrip,[],42
Hawthorne Heights,"['dayton indie', 'pop punk', 'post-hardcore', 'screamo']",53
Lucy & La Mer,[],26
Joe Jeremiah,[],27
ayokay,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",55
Tesk,"['chillhop', 'lo-fi beats']",43
LIM KIM,['k-indie'],32
Hether,"['bedroom pop', 'indie garage rock', 'indie pop', 'modern indie pop']",44
Minthaze,"['chillhop', 'lo-fi beats']",35
Monetary Justice,[],18
Sophia Eris,"['escape room', 'minneapolis indie']",28
Nick Jonas,"['dance pop', 'edm', 'pop', 'post-teen pop']",63
GentleBeatz,[],34
Martin Landström,['background jazz'],51
Marika Hackman,"['ambient folk', 'indie folk']",47
The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",79
Lil' Kim,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",64
"To The Lovers, Farewell",[],0
brandUn DeShay,"['chicago rap', 'soul flow']",38
Cecile Believe,"['art pop', 'escape room', 'hyperpop']",35
Kowkaine,['focus beats'],26
*NSYNC,"['boy band', 'dance pop', 'post-teen pop']",67
insaneintherainmusic,"['lo-fi vgm', 'otacore']",47
His Name Is Alive,"['alternative pop', 'dream pop', 'ethereal wave', 'shoegaze', 'slowcore']",27
Blind Pilot,"['indie folk', 'portland indie', 'stomp and holler']",47
Kid Bloom,"['indie pop', 'modern rock']",54
Jishle,"['focus beats', 'japanese chillhop']",36
vōx,"['electra', 'vapor soul']",25
Selena Gomez & The Scene,"['dance pop', 'pop', 'post-teen pop']",68
BKNAPP,['lo-fi vgm'],36
Foreign Talks,[],20
Madson Project.,['lo-fi chill'],33
Dr. Dundiff,"['kentucky hip hop', 'lo-fi jazzhop']",48
Larry Carlton,"['jazz fusion', 'jazz guitar', 'smooth jazz']",42
Nai Palm,"['alternative r&b', 'indie soul']",39
Alec Benjamin,"['alt z', 'electropop', 'pop']",76
Vendla,['background jazz'],43
Jess Glynne,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",71
drrreems,[],34
Maggie Rogers,"['indie pop', 'pop']",64
M83,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",69
Mort Garson,"['canadian psychedelic', 'moog', 'space age pop', 'synthesizer']",45
Eyedress,['noise pop'],72
Chrome Sparks,"['chillwave', 'shimmer psych', 'vapor twitch']",49
The xx,"['downtempo', 'dream pop', 'indietronica']",65
Saffron,[],17
Brendan Maclean,"['australian pop', 'australian singer-songwriter']",28
sayuw,[],18
Cupid,"['kids dance party', 'pop rap']",45
Paul Hardcastle,['smooth jazz'],47
Herring Franky,['chillhop'],26
Gunna,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",83
Pascal Michael Stiefel,['indie game soundtrack'],44
redveil,"['hip hop', 'indie hip hop', 'rap']",59
Cook Thugless,[],31
Lucid Green,[],50
Nightly,"['electropop', 'indie poptimism', 'pop']",54
Reverse,[],17
Elephante,"['edm', 'electropop', 'future bass', 'pop dance', 'pop edm', 'tropical house']",47
CHINAH,['danish electropop'],29
This Mortal Coil,"['art pop', 'art rock', 'dark wave', 'dream pop', 'ethereal wave', 'gothic rock', 'melancholia', 'new wave', 'post-punk']",43
Bluestaeb,"['indie jazz', 'indie r&b', 'indie soul']",49
Moonchild Sanelly,"['south african pop', 'south african pop dance']",47
Siena Liggins,['detroit indie'],33
Adriana Proenza,['spanish indie pop'],58
Redtenbacher's Funkestra,"['instrumental funk', 'modern funk']",34
Rae Morris,"['art pop', 'gauze pop', 'neo-singer-songwriter']",45
Paul Leonard-Morgan,"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",46
Lil Saint,"['dark trap', 'meme rap', 'viral rap']",36
SPACEGIRL GEMMY,['lo-fi rap'],14
Christopher Larkin,"['indie game soundtrack', 'oceania soundtrack', 'video game music']",57
Z by Z,[],28
Stella White,[],1
DREAMERS,"['modern alternative rock', 'modern rock', 'rock']",56
Sun Yehoshua,[],12
I AM ERROR,['nintendocore'],24
Daneshevskaya,[],27
Intentional Vibes,['background music'],42
Elijah Nang,['japanese chillhop'],43
Knowsum,"['chillhop', 'jazz boom bap', 'lo-fi jazzhop']",42
alayna,"['chill r&b', 'indie r&b']",45
Ice Cream,"['bulgarian pop', 'bulgarian rock', 'chalga']",23
Keala Settle,"['broadway', 'hollywood', 'show tunes']",63
Lil Yachty,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",77
broox,[],20
The Uptown Players,[],41
Shopan,[],34
Moors,['neoclassical darkwave'],16
COIN,"['indie pop', 'indie poptimism', 'modern rock', 'pop']",64
Ataraxia,[],25
Ojerime,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'uk contemporary r&b']",52
Three Four Trio,['background jazz'],50
Chris Keys,[],35
Ken Navarro,"['jazz guitar', 'smooth jazz']",41
Rick Astley,"['disco', 'europop', 'new romantic', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",63
Horace Trahan,"['swamp pop', 'zydeco']",24
Alabama Shakes,"['alabama indie', 'modern blues rock', 'rock']",59
Lolo Zouaï,['pop'],55
Marcin Wasilewski Trio,"['contemporary jazz', 'ecm-style jazz', 'italian jazz', 'jazz trio', 'modern jazz trio', 'norwegian jazz', 'polish jazz', 'polish modern jazz', 'swedish jazz']",37
Bright Light Bright Light,"['electropop', 'metropopolis', 'strut', 'welsh rock']",27
t.A.T.u.,"['dance pop', 'girl group']",62
BAUM,"['indie electropop', 'la pop']",29
Gideon Bishop,[],0
THEY.,"['indie r&b', 'pop', 'r&b', 'trap soul', 'underground hip hop']",55
EMEFE,['instrumental funk'],28
Henry Lindon,['background jazz'],33
jonatan leandoer96,"['drain', 'underground hip hop']",43
Mathieu Fiset,[],23
Ashley O,[],42
Aurelius Markus Trio,['background jazz'],35
Sean Kingston,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'rap', 'urban contemporary']",68
Molly Burch,[],41
Duponte et Duponte,[],39
Kalifa,"['escape room', 'lgbtq+ hip hop']",24
johto,[],48
Cindy B,[],3
RŮDE,"['japanese chillhop', 'rochester mn indie']",53
Asi Kemera,[],23
Monma,"['chillhop', 'lo-fi beats']",44
Bokki,['lo-fi beats'],27
Dominic Fike,"['alternative pop rock', 'pop']",72
Breakup,['tulsa indie'],17
OTTO,['experimental indie'],35
Gia Ford,['modern alternative pop'],27
Rulers,[],2
Margaret Glaspy,['indie pop'],36
Squid Ethics,[],26
alali,['chill r&b'],21
Audien,"['edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'progressive house', 'tropical house']",59
Cash Cash,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",62
Cuban Doll,"['dfw rap', 'trap queen', 'viral rap']",38
Abe M Beats,[],25
Hotel Garuda,"['pop edm', 'vapor twitch']",41
mndbd,"['chillhop', 'lo-fi beats']",35
Miike Snow,"['alternative dance', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",55
LOLA,['experimental r&b'],18
Das Kope,['neo-psychedelic'],37
Katelyn Tarver,"['alt z', 'post-teen pop']",49
Imfinenow,"['lo-fi chill', 'sad lo-fi']",38
Metronomy,"['alternative dance', 'electronica', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'socal pop punk']",62
nilöwh.,"['lo-fi chill', 'sad lo-fi']",37
Mason Lindroth,[],33
Miniature Tigers,"['indie pop', 'modern rock']",49
Hachioji P,"['anime rock', 'denpa-kei', 'vocaloid']",43
Pivot Gang,"['indie hip hop', 'underground hip hop']",40
Porches,"['art pop', 'chillwave']",43
Chris Wright,['lo-fi rap'],39
Rendezvous At Two,['bedroom soul'],41
Coin Op. Studios,['vgm instrumental'],22
Emily Osment,"['electropop', 'post-teen pop']",43
Iconika,[],9
Julián Aponte,[],37
Cœur De Pirate,"['chanson', 'french pop', 'nouvelle chanson francaise']",56
Shigeru Kishida,[],26
Blondie,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",68
Sophia Messa,['nyc pop'],26
LAUSSE THE CAT,['uk alternative hip hop'],47
Mounika.,['chillhop'],51
Washed Out,"['alternative dance', 'chillwave', 'dream pop', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",53
SOSUPERSAM,['neo r&b'],7
Feed The Biirds,[],28
Normani,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",69
wens,"['alt z', 'indie electropop', 'indie poptimism']",33
Shiro,['hardwave'],27
Joji,['viral pop'],86
The Macrobats,[],18
Wafia,['australian pop'],58
koronba,[],31
TRXD,['norwegian pop'],37
Lomelda,"['art pop', 'indie folk', 'indie pop', 'indie rock', 'small room']",55
Tink,"['chicago rap', 'drill', 'pop r&b', 'r&b', 'rap', 'trap queen', 'urban contemporary', 'viral rap']",59
Jhené Aiko,"['pop', 'r&b', 'urban contemporary']",76
Jozzy,[],33
Kyle Sparkman,[],25
James Bay,"['neo mellow', 'pop']",71
The Aquadolls,"['indie surf', 'socal indie']",31
"K, Le Maestro","['alternative r&b', 'indie r&b', 'london rap']",39
Why Don't We,"['boy band', 'dance pop', 'pop', 'post-teen pop']",70
Mount Eerie,"['alternative rock', 'anti-folk', 'art pop', 'dream pop', 'indie rock', 'lo-fi', 'melancholia', 'washington indie']",44
Mr. Hong,[],33
Banda Uó,"['brazilian indie', 'funk carioca', 'pop lgbtq+ brasileira', 'tecnobrega']",32
Odina,['ambient folk'],28
Luke Bryan,"['contemporary country', 'country', 'country road']",75
Huxlee,[],6
Ola W Jansson,['background jazz'],43
Acidslop,[],31
ZARG,[],27
Aaron Foret,"['swamp pop', 'zydeco']",19
Goodie Bag,[],28
Austin Blue,[],27
boylife,"['indie r&b', 'modern indie pop']",43
The Foundations,"['brill building pop', 'bubblegum pop', 'rock-and-roll', 'soul']",57
Newbody,[],26
Laura Sullivan,"['classify', 'new age piano', 'sleep']",53
Christian Leave,"['indie pop', 'modern rock']",59
XamVolo,['uk contemporary r&b'],28
Flo Fi,[],25
Crystal Castles,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']",68
Breeze,[],0
Otis Junior,"['indie soul', 'neo r&b']",40
Actress,"['ambient', 'art pop', 'deconstructed club', 'electronica', 'escape room', 'experimental pop', 'float house', 'fluxwork', 'fourth world', 'hauntology', 'intelligent dance music', 'microhouse', 'outsider house', 'uk bass', 'wonky']",47
AAAMYYY,"['japanese alternative rock', 'japanese electropop', 'japanese r&b']",42
No Spirit,['lo-fi beats'],60
Jessie Reyez,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']",69
Cavetown,"['bedroom pop', 'indie pop']",73
Left at London,['transpop'],36
Wild Painting,['boston indie'],35
Overcoats,"['electropop', 'indie pop', 'nyc pop']",42
Rilla Force,['boston electronic'],19
Na-Kel Smith,"['experimental hip hop', 'underground hip hop']",35
aldn,"['glitchcore', 'hyperpop']",51
Sasha Lillie,['uk contemporary r&b'],4
UniQu,[],9
BIDØ,[],37
DJ Ryow a.k.a. Smooth Current,['japanese jazz fusion'],27
Maretu,"['anime rock', 'vocaloid']",55
Amber Maya,[],8
Chlöe Howl,['metropopolis'],24
Stella Santana,[],25
JID,"['hip hop', 'rap']",77
Pat Benatar,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",61
Hayleau,[],20
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pop']",66
Great Good Fine Ok,"['hopebeat', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'nyc pop']",50
Tommy Newport,"['indie r&b', 'kansas indie']",44
DreamDoll,"['escape room', 'hip pop', 'pop r&b', 'trap queen', 'viral rap']",50
Jo Ann Greer,[],14
Floex,['czech electronic'],32
Papooz,"['french indie pop', 'french indietronica']",47
Ameer Vann,['underground hip hop'],44
Holly Miranda,['la indie'],26
The Happy Children,['minneapolis indie'],21
TheRealVanesse,[],4
Hitmane,['vapor twitch'],4
Panchiko,['diy emo'],48
The Honeydrippers,[],37
Yellow Claw,"['edm', 'electro house', 'electronic trap', 'pop dance']",62
Haviah Mighty,"['canadian trap', 'toronto rap']",30
Sonus Vibes,[],19
Chaka Khan,"['dance pop', 'disco', 'funk', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",61
Melodiesinfonie,"['chillhop', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'uk contemporary jazz']",45
Jonas Holmes,['background piano'],39
Bette Midler,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",59
Freddie Dredd,"['aesthetic rap', 'phonk']",77
Strawberry Guy,"['bedroom pop', 'indie pop']",64
James Jackson Jazz Trio,['background jazz'],49
KAMI,[],30
Amerie,"['alternative r&b', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",53
Dan Mangan,"['canadian indie', 'canadian singer-songwriter', 'deep new americana', 'stomp and holler', 'vancouver indie']",43
Sufjan Stevens,"['baroque pop', 'chamber pop', 'pop', 'singer-songwriter']",70
JFB,[],25
Melissa Villasenor,[],9
Joni,[],31
Hermitude,"['australian dance', 'downtempo', 'edm', 'electronic trap', 'escape room']",53
KOOL A.D.,['experimental hip hop'],31
Madeon,"['complextro', 'edm', 'electro house', 'electropop', 'filter house', 'nantes indie', 'pop dance']",56
AFK,['industrial hip hop'],18
ArnyUnderCover,['vgm instrumental'],25
Ricky Eat Acid,"['indie garage rock', 'indie psych-pop', 'lo-fi indie']",43
Nasty Cherry,"['electropop', 'indie pop', 'modern alternative pop']",38
Sublime,"['reggae fusion', 'ska mexicano', 'ska punk']",68
James Landino,['vgm remix'],41
Thestand4rd,['experimental r&b'],22
Little Mix,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",76
mossy.,[],34
Kiefer,"['indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",45
HANA,"['art pop', 'dark pop']",45
Peach Pit,"['indie pop', 'indie rock', 'modern rock', 'vancouver indie']",64
MNEK,"['tropical house', 'uk contemporary r&b', 'uk dance']",71
Nafets,[],34
DeathbyRomy,"['alt z', 'dark pop', 'modern indie pop']",50
The Brotet,[],25
Matt Christensen,[],31
Tone Stith,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop r&b', 'r&b', 'trap soul']",52
Lofi Bee,[],24
Songs For Kids,['nursery'],18
William Well,[],14
Yellam,[],5
Sven Stierna,[],31
BABYNYMPH,"['escape room', 'hyperpop', 'pink noise']",23
